name,market,sectors,price_hoping,price_real,inv_comp,stock_amount,stock_fund,exec_company,listing_date,percent_newstock,percent_invest,percent_personal,percent_lock_up,capital,company_size,profit
마이크로프랜드,코스닥,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광","7,300 ~ 8,500 원","7,300",124.3:1,"3,000,000 주","21,900 (백만원)",키움증권,2016.12.12,"구주매출 : 1,000,000 주 (33.33%)",(70%),(20%),0.00%,"5,320 (백만원)",중소일반,-10%
코썬바이오,코스닥,기타 식품 제조업,"7,000 ~ 9,000 원","7,000",54.22:1,"3,500,000 주","24,500 (백만원)",NH투자증권,2016.12.09,"구주매출 : 1,500,000 주 (42.86%)",(80%),(20%),0.00%,"10,870 (백만원)",중소일반,-10%
애니젠,코스닥,의료용품 및 기타 의약관련제품 제조업,"22,000 ~ 26,000 원","18,000",93.9:1,"700,000 주","12,600 (백만원)",키움증권,2016.12.07,"신주모집 : 700,000 주 (100%)",(74.98%),(20%),0.00%,"2,471 (백만원)",중소일반,-1.11%
유니온커뮤니티,코스닥,통신 및 방송 장비 제조업,"4,400 ~ 5,000 원","5,000",134.5:1,"2,910,000 주","14,550 (백만원)",미래에셋증권,2016.12.07,"신주모집 : 2,910,000 주 (100%)",(60%),(20%),0.00%,"6,180 (백만원)",중소일반,-10.7%
신라젠,코스닥,기초 의약물질 및 생물학적 제제 제조업,"15,000 ~ 18,000 원","15,000",74.98:1,"10,000,000 주","150,000 (백만원)","NH투자증권,하나금융투자,동부증권,메리츠종금증권",2016.12.06,"신주모집 : 10,000,000 주 (100%)",(74%),(20%),0.00%,"30,808 (백만원)",중소일반,-10%
핸즈코퍼레이션,거래소,자동차 부품 제조업,"12,000 ~ 14,000 원","12,000",57.64:1,"5,482,000 주","65,784 (백만원)","케이비투자증권,삼성증권",2016.12.02,"구주매출 : 470,000 주 (8.57%)",(60%),(20%),1.73%,"10,823 (백만원)",중소일반,-10%
IBKS스팩5호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"5,000,000 주","10,000 (백만원)",아이비케이투자증권,2016.12.02,"신주모집 : 5,000,000 주 (100%)",(80%),(20%),0.00%,50 (백만원),중소일반,0%
퓨쳐켐,코스닥,의약품 제조업,"19,000 ~ 22,000 원","15,000",62.51:1,"1,400,000 주","21,000 (백만원)","NH투자증권,이베스트투자증권",2016.12.01,"신주모집 : 1,400,000 주 (100%)",(66%),(20%),0.00%,"2,811 (백만원)",중소일반,5%
오션브릿지,코스닥,기타 화학제품 제조업,"5,400 ~ 6,600 원","6,600",617.92:1,"2,265,000 주","14,949 (백만원)",대신증권,2016.12.01,"신주모집 : 2,265,000 주 (100%)",(80%),(20%),10.75%,"4,562 (백만원)",중소일반,17.12%
엘앤케이바이오,코스닥,의료용 기기 제조업,"14,500 ~ 18,000 원","15,000",220.1:1,"1,023,000 주","15,345 (백만원)",NH투자증권,2016.11.30,"신주모집 : 1,023,000 주 (100%)",(60%),(20%),0.00%,"5,127 (백만원)",중소일반,5%
뉴파워프라즈마,코스닥,반도체 제조업,"15,000 ~ 17,000 원","17,500",501.2:1,"1,700,000 주","29,750 (백만원)",키움증권,2016.11.30,"신주모집 : 1,700,000 주 (100%)",(70%),(20%),7.80%,"3,951 (백만원)",중소일반,0%
에이치엔티일렉트로닉스,코스닥,전자부품 제조업,"14,000 ~ 16,000 원","10,000",132.1:1,"1,350,000 주","13,500 (백만원)",키움증권,2016.11.28,"신주모집 : 1,350,000 주 (100%)",(70%),(20%),0.00%,"3,465 (백만원)",중소일반,21%
핸디소프트,코스닥,소프트웨어 개발 및 공급업,"4,500 ~ 5,600 원","5,600",262.22:1,"1,900,000 주","10,640 (백만원)",케이비투자증권,2016.11.24,"신주모집 : 1,900,000 주 (100%)",(67%),(20%),0.00%,"3,729 (백만원)",중소일반,46.07%
두산밥캣,거래소,"회사본부, 지주회사 및 경영컨설팅 서비스업","29,000 ~ 33,000 원","30,000",9.81:1,"30,028,180 주","900,845 (백만원)","한국투자증권,신영증권,한화투자증권",2016.11.18,"구주매출 : 30,028,180 주 (100%)",(60%),(20%),0.00%,"50,124 (백만원)",중소일반,20%
에스케이스팩3호,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"3,300,000 주","6,600 (백만원)",SK증권,2016.11.16,"신주모집 : 3,300,000 주 (100%)",(70%),(30%),0.00%,360 (백만원),중소일반,2.5%
삼성바이오로직스,거래소,기초 의약물질 및 생물학적 제제 제조업,"113,000 ~ 136,000 원","136,000",295.63:1,"16,541,302 주","2,249,617 (백만원)","한국투자증권,NH투자증권,삼성증권,신한금융투자,케이비투자증권,하나금융투자",2016.11.10,"구주매출 : 5,513,744 주 (33.33%)",(60%),(20%),24.63%,"165,412 (백만원)",중소일반,-0.74%
클리오,코스닥,기타 화학제품 제조업,"36,400 ~ 41,000 원","41,000",153.08:1,"4,497,600 주","184,402 (백만원)",NH투자증권,2016.11.09,"구주매출 : 2,248,800 주 (50%)",(75%),(20%),10.42%,"8,994 (백만원)",중소일반,-2.56%
오가닉티코스메틱,코스닥,"회사본부, 지주회사 및 경영컨설팅 서비스업","3,200 ~ 3,700 원","4,000",672.02:1,"14,300,000 주","57,200 (백만원)",유진투자증권,2016.11.04,"신주모집 : 14,300,000 주 (100%)",(80%),(20%),11.30%,- (백만원),중소일반,62.75%
로고스바이오시스템스,코스닥,"안경, 사진장비 및 기타 광학기기 제조업","22,200 ~ 25,500 원","25,500",190.16:1,"708,096 주","18,056 (백만원)",신한금융투자,2016.11.03,"신주모집 : 708,096 주 (100%)",(80%),(20%),0.53%,"1,780 (백만원)",중소일반,0%
아이비케이에스지엠비스팩,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"5,500,000 주","11,000 (백만원)",아이비케이투자증권,2016.11.02,"신주모집 : 5,500,000 주 (100%)",(80%),(20%),0.00%,531 (백만원),중소일반,2.5%
인크로스,코스닥,광고업,"38,000 ~ 43,000 원","43,000",492.1:1,"471,500 주","20,275 (백만원)",신한금융투자,2016.10.31,"구주매출 : 179,010 주 (37.97%)",(60%),(20%),6.10%,"1,469 (백만원)",중소일반,57.44%
코스메카코리아,코스닥,기타 제품 제조업,"48,000 ~ 54,000 원","54,000",573.0:1,"1,340,000 주","72,360 (백만원)","삼성증권,이베스트투자증권",2016.10.28,"신주모집 : 1,340,000 주 (100%)",(60%),(20%),30.80%,"2,670 (백만원)",중소일반,32.22%
에이치엘사이언스(구.건강사랑),코스닥,건강기능식품 제조업,"23,900 ~ 30,700 원","27,000",274.19:1,"1,511,125 주","40,800 (백만원)","미래에셋대우,케이비투자증권",2016.10.28,"구주매출 : 450,000 주 (29.78%)",(73.65%),(20%),5.60%,"2,571 (백만원)",중소일반,42.22%
제이더블유생명과학,거래소,완제 의약품 제조업,"27,000 ~ 32,500 원","30,000",224.57:1,"2,400,000 주","72,000 (백만원)","케이비투자증권,유안타증권",2016.10.27,"구주매출 : 2,400,000 주 (100%)",(60%),(20%),7.41%,"39,586 (백만원)",중소일반,10.17%
그레이트리치과기,코스닥,플라스틱제품 제조업,"4,000 ~ 6,000 원","5,000",140.75:1,"16,875,000 주","84,375 (백만원)",NH투자증권,2016.10.25,"신주모집 : 16,875,000 주 (100%)",(80%),(20%),4.32%,- (백만원),중소일반,0%
금세기차륜(골든센츄리),코스닥,특수 목적용 기계 제조업,"3,200 ~ 4,200 원","3,500",181.93:1,"7,904,761 주","27,667 (백만원)",유안타증권,2016.10.19,"신주모집 : 7,904,761 주 (100%)",(80%),(20%),0.55%,- (백만원),중소일반,14.43%
인텔리안테크놀로지스,코스닥,통신 및 방송 장비 제조업,"18,000 ~ 20,500 원","19,000",319:1,"1,450,000 주","27,550 (백만원)",한국투자증권,2016.10.18,"신주모집 : 1,450,000 주 (100%)",(65%),(20%),1.30%,"3,582 (백만원)",중소일반,-1.32%
에이치시티,코스닥,기타 과학기술 서비스업,"19,200 ~ 22,500 원","17,000",95.67:1,"1,136,460 주","19,320 (백만원)",미래에셋대우,2016.10.17,"신주모집 : 1,136,460 주 (100%)",(60%),(20%),11.60%,"2,289 (백만원)",중소일반,14.71%
잉글우드랩,코스닥,기타 화학제품 제조업,"6,000 ~ 7,000 원","6,000",226.37:1,"3,500,000 주","21,000 (백만원)",하나금융투자,2016.10.14,"신주모집 : 3,500,000 주 (100%)",(80%),(20%),0.00%,- (백만원),중소일반,39.33%
앤디포스,코스닥,플라스틱제품 제조업,"13,000 ~ 14,500 원","14,500",406.09:1,"4,200,000 주","60,900 (백만원)",미래에셋대우,2016.10.12,"구주매출 : 1,200,000 주 (28.57%)",(78.5%),(20%),10.60%,"7,534 (백만원)",중소일반,20.69%
한스바이오메드,코스닥,의약관련제품 제조업,"4,500 ~ 5,100 원","5,500",NaN,"777,000 주","4,274 (백만원)",한국투자증권,2009.10.09,"신주모집 : 777,000 주 (100%)",NaN,NaN,0.00%,"3,494 (백만원)",중소벤쳐,30%
수산아이앤티(구.플러스기술),코스닥,소프트웨어 개발 및 공급업,"10,500 ~ 11,500 원","11,500",157.55:1,"1,700,000 주","19,550 (백만원)",삼성증권,2016.10.11,"신주모집 : 1,700,000 주 (100%)",(74.11%),(20%),0.64%,"3,377 (백만원)",중소일반,0%
미투온,코스닥,소프트웨어 개발 및 공급업,"3,800 ~ 4,300 원","3,800",73.1:1,"7,160,708 주","27,211 (백만원)",미래에셋증권,2016.10.10,"신주모집 : 7,160,708 주 (100%)",(80%),(20%),0.00%,"14,980 (백만원)",중소일반,-10%
화승엔터프라이즈,거래소,"회사본부, 지주회사 및 경영컨설팅 서비스업","14,600 ~ 16,500 원","15,000",48.46:1,"7,840,000 주","117,600 (백만원)",한국투자증권,2016.10.04,"구주매출 : 1,640,000 주 (20.92%)",(80%),(20%),0.21%,"13,464 (백만원)",중소일반,-10%
케이비스팩10호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"5,000,000 주","10,000 (백만원)",케이비투자증권,2016.09.29,"신주모집 : 5,000,000 주 (100%)",(80%),(10%),0.00%,521 (백만원),중소일반,0%
엘에스전선아시아,거래소,"회사본부, 지주회사 및 경영컨설팅 서비스업","10,000 ~ 11,500 원","8,000",30.57:1,"12,650,140 주","101,201 (백만원)","한국투자증권,하나금융투자,이베스트투자증권",2016.09.22,"구주매출 : 11,729,924 주 (92.73%)",(80%),(20%),0.00%,"15,312 (백만원)",중소일반,-10%
모두투어리츠,거래소,부동산 임대 및 공급업,"6,000 ~ 6,000 원","6,000",NaN,"2,350,000 주","14,100 (백만원)","교보증권,케이비투자증권",2016.09.22,"신주모집 : 2,350,000 주 (100%)",NaN,NaN,0.00%,"39,134 (백만원)",중소일반,-5%
유니테크노,코스닥,자동차 부품 제조업,"10,300 ~ 11,500 원","10,300",233.84:1,"1,500,000 주","15,450 (백만원)",한국투자증권,2016.09.20,"신주모집 : 1,500,000 주 (100%)",(70%),(20%),0.00%,"2,981 (백만원)",중소일반,23.79%
교보비엔케이스팩,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"6,000,000 주","12,000 (백만원)","교보증권,BNK투자증권",2016.09.08,"신주모집 : 6,000,000 주 (100%)",(80%),(20%),0.00%,711 (백만원),중소일반,5%
하나금융스팩8호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"6,000,000 주","12,000 (백만원)",하나금융투자,2016.09.08,"신주모집 : 6,000,000 주 (100%)",(80%),(20%),0.00%,640 (백만원),중소일반,0.5%
자이글,코스닥,가정용 기기 제조업,"20,000 ~ 23,000 원","11,000",18.90:1,"4,480,000 주","49,280 (백만원)","하나금융투자,케이비투자증권",2016.09.06,"구주매출 : 2,240,000 주 (50%)",(78.44%),(20%),0.00%,"6,765 (백만원)",중소일반,23.64%
헝셩그룹,코스닥,"인형,장난감 및 오락용품 제조업","3,400 ~ 5,300 원","3,600",93.06:1,"20,000,000 주","72,000 (백만원)",신한금융투자,2016.08.18,"신주모집 : 20,000,000 주 (100%)",(80%),(20%),0.00%,- (백만원),중소일반,-10%
에코마케팅,코스닥,광고 대행업,"27,000 ~ 31,000 원","35,000",941.86:1,"1,100,000 주","38,500 (백만원)",한국투자증권,2016.08.08,"신주모집 : 1,100,000 주 (100%)",(80%),(20%),0.00%,812 (백만원),중소일반,94.29%
팍스넷,코스닥,기타 정보 서비스업,"4,600 ~ 5,200 원","5,200",753.07:1,"2,769,000 주","14,399 (백만원)",한국투자증권,2016.08.01,"신주모집 : 2,769,000 주 (100%)",(70%),(20%),5.19%,"5,538 (백만원)",중소일반,100%
두올,거래소,자동차 부품 제조업,"7,500 ~ 9,000 원","8,500",71.69:1,"7,300,000 주","62,050 (백만원)","미래에셋증권,HMC투자증권",2016.07.29,"구주매출 : 4,380,000 주 (60%)",(60%),(20%),0.00%,"45,589 (백만원)",중소일반,-3.65%
엔지스테크널러지,코스닥,소프트웨어 개발 및 공급업,"8,900 ~ 10,000 원","10,000",475.6:1,"467,000 주","4,670 (백만원)","교보증권,엘아이지투자증권",2016.07.28,"신주모집 : 467,000 주 (100%)",(65%),(20%),21.20%,"2,500 (백만원)",중소일반,90%
우리손에프앤지,코스닥,축산업,"1,935 ~ 2,210 원","2,210",455.1:1,"18,211,530 주","40,247 (백만원)",미래에셋대우,2016.07.27,"구주매출 : 9,105,750 주 (50%)",(70%),(20%),40.40%,"30,578 (백만원)",중소일반,81%
옵토팩,코스닥,전자부품 제조업,"5,000 ~ 5,900 원","5,900",397.4:1,"700,000 주","4,130 (백만원)",아이비케이투자증권,2016.07.20,"신주모집 : 700,000 주 (100%)",(72.86%),(20%),2.82%,"2,409 (백만원)",중소일반,5.25%
장원테크,코스닥,통신 및 방송 장비 제조업,"15,000 ~ 17,500 원","17,500",216.32:1,"1,500,000 주","26,250 (백만원)",신한금융투자,2016.07.15,"구주매출 : 300,000 주 (20%)",(70%),(20%),11.30%,"3,022 (백만원)",중소일반,27.14%
대유위니아(구.위니아만도),코스닥,기타 가정용 전기기기 제조업,"6,800 ~ 8,300 원","6,800",76.75:1,"7,500,000 주","51,000 (백만원)",신영증권,2016.07.14,"신주모집 : 7,500,000 주 (100%)",(65%),(20%),1.32%,"12,055 (백만원)",중소일반,16.18%
한국자산신탁,거래소,기타 금융업,"9,100 ~ 10,300 원","10,300",149.83:1,"27,297,345 주","281,163 (백만원)","대신증권,신한금융투자,미래에셋대우",2016.07.13,"신주모집 : 27,297,345 주 (100%)",(60%),(20%),6.37%,"42,500 (백만원)",중소일반,-3.88%
바이오리더스,코스닥,의약용 화합물 및 항생물질 제조업,"11,000 ~ 15,000 원","15,000",352.2:1,"1,200,000 주","18,000 (백만원)",키움증권,2016.07.07,"신주모집 : 1,200,000 주 (100%)",(74.5%),(20%),6.50%,"6,177 (백만원)",중소일반,14%
피앤씨테크,코스닥,배전반 및 전기자동제어반 제조업,"9,000 ~ 10,200 원","10,200",306.39:1,"2,650,000 주","27,030 (백만원)",케이비투자증권,2016.07.04,"신주모집 : 2,650,000 주 (100%)",(75.17%),(20%),10.89%,"3,248 (백만원)",중소일반,7.84%
로스웰,코스닥,자동차 부품 제조업,"2,100 ~ 3,200 원","3,200",386.96:1,"30,000,000 주","96,000 (백만원)",신한금융투자,2016.06.30,"신주모집 : 30,000,000 주 (100%)",(80%),(20%),26.60%,- (백만원),중소일반,22.34%
해성디에스,거래소,기타 비철금속 광업,"12,000 ~ 15,000 원","12,000",188.69:1,"4,000,000 주","48,000 (백만원)",NH투자증권,2016.06.24,"신주모집 : 4,000,000 주 (100%)",(60%),(20%),12.20%,"85,000 (백만원)",중소일반,39.17%
녹십자랩셀,코스닥,"그외 기타 분류안된 전문, 과학 및 기술 서비스업","13,600 ~ 15,900 원","18,500",733.72:1,"2,000,000 주","37,000 (백만원)","하나금융투자,엘아이지투자증권",2016.06.23,"신주모집 : 2,000,000 주 (100%)",(60%),(20%),51.66%,"5,277 (백만원)",중소일반,100%
에스티팜,코스닥,의약품 제조업,"24,000 ~ 27,000 원","29,000",717.41:1,"4,664,000 주","135,256 (백만원)","유진투자증권,한국투자증권",2016.06.23,"신주모집 : 4,664,000 주 (100%)",(60%),(20%),60.03%,"9,328 (백만원)",중소일반,62.07%
한국스팩4호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"5,000,000 주","10,000 (백만원)",한국투자증권,2016.06.22,"신주모집 : 5,000,000 주 (100%)",(80%),(20%),0.00%,550 (백만원),중소일반,-2.5%
알엔투테크놀로지,코스닥,무선통신 소재 및 부품 제조업,"5,100 ~ 5,800 원","5,800",570.26:1,"670,000 주","3,886 (백만원)",하나금융투자,2016.06.22,"신주모집 : 670,000 주 (100%)",(65.1%),(20%),0.00%,"3,164 (백만원)",중소일반,115.52%
미래에셋스팩5호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"4,500,000 주","9,000 (백만원)",미래에셋증권,2016.06.09,"신주모집 : 4,500,000 주 (100%)",(80%),(20%),0.00%,480 (백만원),중소일반,-0.25%
용평리조트,거래소,휴양콘도 운영업,"8,100 ~ 9,200 원","7,000",28.1:1,"16,720,000 주","117,040 (백만원)","대우증권,대신증권",2016.05.27,"신주모집 : 16,720,000 주 (100%)",(80%),(20%),0.10%,"99,990 (백만원)",중소일반,28.57%
해태제과식품,거래소,기타 식품 제조업,"12,300 ~ 15,100 원","15,100",342.99:1,"5,830,000 주","88,033 (백만원)","NH투자증권,삼성증권",2016.05.11,"신주모집 : 5,830,000 주 (100%)",(60%),(20%),24.63%,"13,764 (백만원)",중소일반,25.56%
레이언스,코스닥,방사선 장치 제조업,"22,000 ~ 25,000 원","25,000",430.31:1,"4,000,000 주","100,000 (백만원)",대신증권,2016.04.11,"신주모집 : 4,000,000 주 (100%)",(80%),(20%),20.70%,"8,295 (백만원)",중소일반,-5.2%
씨엠에스에듀,코스닥,일반 교과 학원,"19,000 ~ 23,200 원","23,200",302.17:1,"1,240,000 주","28,768 (백만원)","삼성증권,유안타증권",2016.04.07,"신주모집 : 1,240,000 주 (100%)",(60%),(20%),28.83%,"2,102 (백만원)",중소일반,15.52%
동양파일,코스닥,"시멘트, 석회, 플라스터 및 그 제품 제조업","10,000 ~ 11,600 원","10,000",12.56:1,"8,000,000 주","80,000 (백만원)",대신증권,2016.04.06,"구주매출 : 4,000,000 주 (50%)",(80%),(20%),0.00%,"10,000 (백만원)",중소일반,-10%
대림씨엔에스,거래소,"시멘트, 석회, 플라스터 및 그 제품 제조업","23,500 ~ 27,700 원","27,700",85.25:1,"4,456,181 주","123,436 (백만원)",대우증권,2016.03.30,"신주모집 : 4,456,181 주 (100%)",(60%),(20%),15.90%,"12,731 (백만원)",중소일반,-9.93%
팬젠,코스닥,생물학적 제제 제조업,"12,500 ~ 16,500 원","16,500",614.46:1,"1,500,000 주","24,750 (백만원)",한국투자증권,2016.03.11,"신주모집 : 1,500,000 주 (100%)",(80%),(20%),14.04%,"4,317 (백만원)",중소일반,50.91%
하이에이아이스팩1호,코스닥,NaN,"2,000 ~ 2,000 원","2,000",NaN,"4,600,000 주","9,200 (백만원)",하이투자증권,2016.03.08,"신주모집 : 4,600,000 주 (100%)",(80%),(20%),0.00%,495 (백만원),중소일반,-1.5%
에이피위성통신,코스닥,통신 및 방송 장비 제조업,"8,700 ~ 9,700 원","9,700",271.55:1,"3,258,000 주","31,603 (백만원)",현대증권,2016.03.04,"신주모집 : 3,258,000 주 (100%)",(70%),(20%),7.80%,"6,548 (백만원)",중소일반,27.84%
IBKS스팩4호,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"1,750,000 주","3,500 (백만원)",아이비케이투자증권,2016.03.02,"신주모집 : 1,750,000 주 (100%)",(80%),(20%),0.00%,200 (백만원),중소일반,1.5%
케이비스팩9호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"13,500,000 주","27,000 (백만원)",케이비투자증권,2016.02.29,"신주모집 : 13,500,000 주 (100%)",(80%),(20%),0.00%,"1,381 (백만원)",중소일반,-1.25%
큐리언트,코스닥,의학 및 약학 연구개발업,"18,000 ~ 21,000 원","21,000",709.15:1,"1,548,000 주","32,508 (백만원)",한국투자증권,2016.02.29,"신주모집 : 1,548,000 주 (100%)",(79.2%),(20%),35.24%,"3,613 (백만원)",중소일반,61.43%
안트로젠,코스닥,의학 및 약학 연구개발업,"17,000 ~ 22,000 원","24,000",531.1:1,"700,000 주","16,800 (백만원)",키움증권,2016.02.15,"신주모집 : 700,000 주 (100%)",(71.4%),(20%),30.60%,"3,731 (백만원)",중소일반,58.33%
제이에스코퍼레이션,거래소,"가죽, 가방 및 유사제품 제조업","19,000 ~ 23,000 원","23,000",433.6:1,"3,283,132 주","75,512 (백만원)",NH투자증권,2016.02.04,"신주모집 : 3,283,132 주 (100%)",(60%),(20%),35.90%,"1,313 (백만원)",중소일반,70%
아이엠텍,코스닥,인쇄회로기판 제조업,"6,500 ~ 7,500 원","7,500",112.3:1,"4,300,000 주","32,250 (백만원)",대우증권,2016.02.03,"신주모집 : 4,300,000 주 (100%)",(69.1%),(20%),25.00%,"8,393 (백만원)",중소일반,13.33%
유니트론텍,코스닥,기계장비 및 관련 물품 도매업,"12,300 ~ 14,000 원","14,000",455.80:1,"655,000 주","9,170 (백만원)",하나금융투자,2016.02.02,"신주모집 : 655,000 주 (100%)",(73.89%),(20%),21.70%,"1,655 (백만원)",중소일반,80.71%
차이나크리스탈신소재,코스닥,기타 비금속 광물제품 제조업,"2,900 ~ 4,200 원","3,000",36.30:1,"9,300,000 주","27,900 (백만원)",신한금융투자,2016.01.28,"신주모집 : 9,300,000 주 (100%)",(80%),(20%),0.90%,"34,631 (백만원)",중소일반,33.33%
한솔씨앤피,코스닥,기타 화학제품 제조업,"13,000 ~ 16,800 원","13,000",136.97:1,"900,000 주","11,700 (백만원)","신한금융투자,케이비투자증권",2016.01.27,"신주모집 : 900,000 주 (100%)",(73.8%),(20%),5.97%,"1,730 (백만원)",중소일반,45.77%
에스와이패널,코스닥,기타 1차 철강 제조업,"7,000 ~ 8,000 원","5,000",4.88:1,"2,135,922 주","10,680 (백만원)",미래에셋증권,2015.12.29,"신주모집 : 2,135,922 주 (100%)",(60%),(20%),0.00%,"3,100 (백만원)",중소일반,-6%
코리아오토글라스,거래소,유리 및 유리제품 제조업,"10,500 ~ 12,000 원","11,000",57.68:1,"8,040,000 주","88,440 (백만원)",NH투자증권,2015.12.29,"신주모집 : 8,040,000 주 (100%)",(80%),(20%),4.47%,"100,000 (백만원)",중소일반,5.45%
코디엠,코스닥,특수 목적용 기계 제조업,"4,700 ~ 5,800 원","4,700",39.79:1,"1,000,000 주","4,700 (백만원)",미래에셋증권,2015.12.29,"신주모집 : 1,000,000 주 (100%)",(75%),(20%),2.51%,"1,896 (백만원)",중소일반,59.36%
잇츠스킨,거래소,화장품 도매업,"208,500 ~ 253,000 원","170,000",11.53:1,"948,317 주","161,214 (백만원)","대우증권,삼성증권",2015.12.28,"신주모집 : 948,317 주 (100%)",(60%),(20%),8.70%,"4,367 (백만원)",중소일반,1.18%
육일씨엔에쓰,코스닥,액정 평판 디스플레이 제조업,"6,000 ~ 6,700 원","6,000",8.74:1,"700,000 주","4,200 (백만원)",엘아이지투자증권,2015.12.24,"신주모집 : 700,000 주 (100%)",(65%),(20%),0.00%,"4,261 (백만원)",중소일반,9.33%
휴젤,코스닥,생물학적 제제 제조업,"190,000 ~ 210,000 원","150,000",6.7:1,"360,000 주","54,000 (백만원)","한국투자증권,대우증권,하나금융투자",2015.12.24,"신주모집 : 360,000 주 (100%)",(71.6%),(20%),8.61%,"1,642 (백만원)",중소일반,33%
대신밸런스스팩2호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"10,000,000 주","20,000 (백만원)",대신증권,2015.12.24,"신주모집 : 10,000,000 주 (100%)",(80%),(20%),0.00%,"1,062 (백만원)",중소일반,0%
이에스브이,코스닥,소프트웨어 개발 및 공급업,"13,000 ~ 15,000 원","10,000",23.29:1,"1,580,000 주","15,800 (백만원)",NH투자증권,2015.12.24,"신주모집 : 1,580,000 주 (100%)",(74.09%),(20%),2.38%,"3,313 (백만원)",중소일반,85%
한국맥널티,코스닥,커피 가공업,"10,500 ~ 11,500 원","8,000",60.5:1,"1,250,000 주","10,000 (백만원)",키움증권,2015.12.23,"신주모집 : 1,250,000 주 (100%)",(75%),(20%),0.20%,"2,487 (백만원)",중소일반,100%
아진산업,코스닥,자동차부품 제조업,"6,500 ~ 7,500 원","6,500",11.61:1,"4,500,000 주","29,250 (백만원)",미래에셋증권,2015.12.22,"신주모집 : 4,500,000 주 (100%)",(90.7%),(20%),8.70%,"6,299 (백만원)",중소일반,17.23%
덱스터,코스닥,"영화, 비디오물 및 방송프로그램 제작 관련 서비스업","11,000 ~ 14,000 원","14,000",255.31:1,"2,141,664 주","29,983 (백만원)",NH투자증권,2015.12.22,"신주모집 : 2,141,664 주 (100%)",(70%),(20%),33.10%,"5,353 (백만원)",중소일반,77.14%
씨트리,코스닥,"물리, 화학 및 생물학 연구개발업","8,300 ~ 10,200 원","6,500",4.7:1,"1,200,000 주","7,800 (백만원)",신한금융투자,2015.12.21,"신주모집 : 1,200,000 주 (100%)",(20%),(20%),0.60%,"3,511 (백만원)",중소일반,42.31%
강스템바이오텍,코스닥,자연과학 및 공학 연구개발업,"8,000 ~ 10,000 원","6,000",11.35:1,"2,000,000 주","12,000 (백만원)",키움증권,2015.12.21,"신주모집 : 2,000,000 주 (100%)",(77%),(20%),0.00%,"6,908 (백만원)",중소일반,20%
메가엠디,코스닥,일반 교습 학원,"3,600 ~ 4,600 원","3,000",16.67:1,"5,372,464 주","16,117 (백만원)",NH투자증권,2015.12.18,"신주모집 : 5,372,464 주 (100%)",(60%),(20%),7.50%,"10,200 (백만원)",중소일반,67.33%
동부스팩4호,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"5,000,000 주","10,000 (백만원)",동부증권,2015.12.18,"신주모집 : 5,000,000 주 (100%)",(80%),(20%),0.00%,530 (백만원),중소일반,0%
파크시스템스,코스닥,물질 검사·측정 및 분석기구 제조업,"9,000 ~ 11,000 원","9,000",50.29:1,"1,000,000 주","9,000 (백만원)",케이비투자증권,2015.12.17,"신주모집 : 1,000,000 주 (100%)",(75%),(20%),57.30%,"3,215 (백만원)",중소일반,22.22%
보광산업,코스닥,토사석 광업,"6,000 ~ 7,000 원","4,000",15.47 : 1,"3,000,000 주","12,000 (백만원)",하나금융투자,2015.12.17,"신주모집 : 3,000,000 주 (100%)",(66.67%),(20%),0.00%,"5,745 (백만원)",중소일반,52.75%
하나금융스팩7호,코스닥,금융지원 서비스업,"2,000 ~ 2,000 원","2,000",NaN,"7,000,000 주","14,000 (백만원)",하나금융투자,2015.12.16,"신주모집 : 7,000,000 주 (100%)",(80%),(20%),0.00%,800 (백만원),중소일반,0.5%
뉴트리바이오텍,코스닥,건강기능식품 제조업,"21,000 ~ 24,000 원","21,000",93.92:1,"2,080,000 주","43,680 (백만원)",동부증권,2015.12.16,"신주모집 : 2,080,000 주 (100%)",(64.5%),(20%),28.32%,"5,157 (백만원)",중소일반,9.52%
예스티,코스닥,특수 목적용 기계 제조업,"14,500 ~ 18,500 원","14,500",32.90:1,"1,075,000 주","15,588 (백만원)",NH투자증권,2015.12.16,"신주모집 : 1,075,000 주 (100%)",(70%),(20%),73.30%,"2,163 (백만원)",중소일반,6.9%
멕아이씨에스,코스닥,의료용 기기 제조업,"7,500 ~ 9,000 원","4,500",3.77:1,"550,000 주","2,475 (백만원)",키움증권,2015.12.14,"신주모집 : 550,000 주 (100%)",(60%),(20%),0.00%,"2,680 (백만원)",중소일반,77.78%
